,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Port_name
444,1,1,male,42.0,1,0,52.5542, Southampton
445,0,3,male,21.0,0,0,7.8542, Southampton
446,0,3,male,21.0,0,0,16.1, Southampton
447,0,1,male,61.0,0,0,32.3208, Southampton
448,1,1,female,21.0,0,0,77.9583, Southampton
449,0,3,male,26.0,0,0,7.8958, Southampton
450,1,1,male,80.0,0,0,30.0, Southampton
451,0,3,male,51.0,0,0,7.0542, Southampton
452,0,1,male,29.0,0,0,0.0, Southampton
453,0,3,female,9.0,3,2,27.9, Southampton
454,1,2,female,28.0,0,0,13.0, Southampton
455,0,3,male,32.0,0,0,7.925, Southampton
456,0,2,male,31.0,1,1,26.25, Southampton
457,0,3,female,41.0,0,5,39.6875, Southampton
458,0,3,male,29.0,1,0,16.1, Southampton
459,0,3,male,20.0,0,0,7.8542, Southampton
460,0,3,female,2.0,3,2,27.9, Southampton
461,1,3,male,29.0,0,0,56.4958, Southampton
462,0,3,male,19.0,0,0,7.8958, Southampton
463,0,3,male,29.0,0,0,7.55, Southampton
464,1,3,female,23.0,0,0,7.55, Southampton
465,0,3,male,29.0,0,0,7.8958, Southampton
466,1,2,female,18.0,0,1,23.0, Southampton
467,0,3,male,21.0,0,0,8.4333, Southampton
468,0,2,male,24.0,2,0,73.5, Southampton
469,0,3,male,29.0,0,0,7.8958, Southampton
470,0,2,male,23.0,0,0,13.0, Southampton
471,1,1,male,50.0,2,0,133.65, Southampton
472,0,1,male,47.0,0,0,25.5875, Southampton
473,0,3,male,36.0,0,0,7.4958, Southampton
474,1,3,male,20.0,1,0,7.925, Southampton
475,0,2,male,32.0,2,0,73.5, Southampton
476,0,2,male,25.0,0,0,13.0, Southampton
477,0,3,male,29.0,0,0,7.775, Southampton
478,0,3,male,43.0,0,0,8.05, Southampton
479,1,1,female,29.0,1,0,52.0, Southampton
480,1,2,female,40.0,1,1,39.0, Southampton
481,0,1,male,31.0,1,0,52.0, Southampton
482,0,2,male,70.0,0,0,10.5, Southampton
483,1,2,male,31.0,0,0,13.0, Southampton
484,0,2,male,29.0,0,0,0.0, Southampton
485,0,3,male,18.0,0,0,7.775, Southampton
486,0,3,male,24.5,0,0,8.05, Southampton
487,1,3,female,18.0,0,0,9.8417, Southampton
488,0,3,female,43.0,1,6,46.9, Southampton
489,0,3,male,20.0,0,0,9.225, Southampton
490,0,3,male,14.0,5,2,46.9, Southampton
491,0,2,male,60.0,1,1,39.0, Southampton
492,0,3,male,14.0,4,1,39.6875, Southampton
493,0,3,male,19.0,0,0,10.1708, Southampton
494,0,3,male,18.0,0,0,7.7958, Southampton
495,1,1,female,15.0,0,1,211.3375, Southampton
496,1,1,male,31.0,1,0,57.0, Southampton
497,1,3,male,29.0,0,0,56.4958, Southampton
498,0,1,male,60.0,0,0,26.55, Southampton
499,0,2,male,52.0,0,0,13.5, Southampton
500,0,3,male,44.0,0,0,8.05, Southampton
501,0,3,male,42.0,0,0,7.65, Southampton
502,1,1,male,35.0,0,0,26.2875, Southampton
503,0,3,male,26.0,1,0,7.8542, Southampton
504,0,2,male,39.0,0,0,26.0, Southampton
505,1,2,female,45.0,0,0,13.5, Southampton
506,1,1,male,42.0,0,0,26.2875, Southampton
507,1,1,female,22.0,0,0,151.55, Southampton
508,0,1,male,29.0,0,0,26.55, Southampton
509,1,1,male,48.0,1,0,52.0, Southampton
510,0,3,male,29.0,0,0,9.4833, Southampton
511,0,2,male,52.0,0,0,13.0, Southampton
512,0,3,male,19.0,0,0,7.65, Southampton
513,1,2,female,27.0,0,0,10.5, Southampton
514,0,3,male,33.0,0,0,7.775, Southampton
515,1,2,female,6.0,0,1,33.0, Southampton
516,0,3,male,17.0,1,0,7.0542, Southampton
517,0,2,male,34.0,0,0,13.0, Southampton
518,0,2,male,50.0,0,0,13.0, Southampton
519,1,1,male,27.0,1,0,53.1, Southampton
520,0,3,male,20.0,0,0,8.6625, Southampton
521,1,2,female,30.0,3,0,21.0, Southampton
522,0,2,male,25.0,1,0,26.0, Southampton
523,0,3,female,25.0,1,0,7.925, Southampton
524,1,1,female,29.0,0,0,211.3375, Southampton
525,0,2,male,29.0,0,0,0.0, Southampton
526,0,2,male,23.0,0,0,13.0, Southampton
527,0,2,male,23.0,0,0,13.0, Southampton
528,0,3,male,28.5,0,0,16.1, Southampton
529,0,3,female,48.0,1,3,34.375, Southampton
530,0,3,male,29.0,0,0,7.8958, Southampton
531,0,3,male,29.0,0,0,7.8958, Southampton
532,1,1,male,29.0,0,0,30.0, Southampton
533,0,1,male,36.0,1,0,78.85, Southampton
534,0,3,male,24.0,1,0,16.1, Southampton
535,1,3,male,31.0,0,0,7.925, Southampton
536,0,1,male,70.0,1,1,71.0, Southampton
537,0,3,male,16.0,1,1,20.25, Southampton
538,1,2,female,30.0,0,0,13.0, Southampton
539,0,1,male,19.0,1,0,53.1, Southampton
540,1,2,female,4.0,1,1,23.0, Southampton
541,1,3,male,6.0,0,1,12.475, Southampton
542,0,3,male,33.0,0,0,9.5, Southampton
543,0,3,male,23.0,0,0,7.8958, Southampton
544,1,2,female,48.0,1,2,65.0, Southampton
545,1,2,male,0.67,1,1,14.5, Southampton
546,0,3,male,28.0,0,0,7.7958, Southampton
547,0,2,male,18.0,0,0,11.5, Southampton
548,0,3,male,34.0,0,0,8.05, Southampton
549,1,1,female,33.0,0,0,86.5, Southampton
550,0,3,male,29.0,0,0,14.5, Southampton
551,0,3,male,41.0,0,0,7.125, Southampton
552,1,1,female,36.0,1,2,120.0, Southampton
553,0,3,male,16.0,0,0,7.775, Southampton
554,1,1,female,51.0,1,0,77.9583, Southampton
555,0,3,male,32.0,0,0,8.3625, Southampton
556,0,3,male,24.0,0,0,9.5, Southampton
557,0,3,male,48.0,0,0,7.8542, Southampton
558,0,2,female,57.0,0,0,10.5, Southampton
559,1,2,female,54.0,1,3,23.0, Southampton
560,0,3,male,18.0,0,0,7.75, Southampton
561,1,3,female,5.0,0,0,12.475, Southampton
562,1,1,female,43.0,0,1,211.3375, Southampton
563,1,1,female,17.0,1,0,57.0, Southampton
564,0,1,male,29.0,0,0,30.0, Southampton
565,0,3,male,29.0,1,2,23.45, Southampton
566,0,3,male,25.0,0,0,7.05, Southampton
567,0,3,male,25.0,0,0,7.25, Southampton
568,1,3,female,18.0,0,0,7.4958, Southampton
569,1,3,male,1.0,1,2,20.575, Southampton
570,0,2,male,16.0,0,0,26.0, Southampton
571,0,3,female,29.0,8,2,69.55, Southampton
572,0,3,male,25.0,0,0,7.8958, Southampton
573,0,2,male,39.0,0,0,13.0, Southampton
574,1,1,female,49.0,0,0,25.9292, Southampton
575,1,3,female,31.0,0,0,8.6833, Southampton
576,0,3,female,30.0,1,1,24.15, Southampton
577,0,2,male,34.0,0,0,13.0, Southampton
578,1,2,female,31.0,1,1,26.25, Southampton
579,1,1,male,11.0,1,2,120.0, Southampton
580,1,3,male,27.0,0,0,6.975, Southampton
581,0,3,male,31.0,0,0,7.775, Southampton
582,0,1,male,39.0,0,0,0.0, Southampton
583,0,3,female,18.0,0,0,7.775, Southampton
584,0,2,male,39.0,0,0,13.0, Southampton
585,1,1,female,33.0,1,0,53.1, Southampton
586,0,3,male,26.0,0,0,7.8875, Southampton
587,0,3,male,39.0,0,0,24.15, Southampton
588,0,2,male,35.0,0,0,10.5, Southampton
589,0,3,female,6.0,4,2,31.275, Southampton
590,0,3,male,30.5,0,0,8.05, Southampton
591,0,1,male,29.0,0,0,0.0, Southampton
592,0,3,female,23.0,0,0,7.925, Southampton
593,0,3,male,43.0,0,0,6.45, Southampton
594,0,3,male,10.0,3,2,27.9, Southampton
595,1,1,female,52.0,1,1,93.5, Southampton
596,1,3,male,27.0,0,0,8.6625, Southampton
597,0,1,male,38.0,0,0,0.0, Southampton
598,1,3,female,27.0,0,1,12.475, Southampton
599,0,3,male,2.0,4,1,39.6875, Southampton
600,0,3,male,29.0,0,0,56.4958, Southampton
601,1,2,male,0.83,1,1,18.75, Southampton
602,0,3,male,23.0,0,0,7.8542, Southampton
603,0,3,male,18.0,0,0,8.3, Southampton
604,0,3,male,21.0,0,0,8.6625, Southampton
605,0,3,male,29.0,0,0,8.05, Southampton
606,1,3,male,32.0,0,0,56.4958, Southampton
607,0,3,male,20.0,0,0,7.925, Southampton
608,0,2,male,16.0,0,0,10.5, Southampton
609,0,3,male,17.0,0,0,8.6625, Southampton
610,0,3,male,42.0,0,0,7.55, Southampton
611,0,3,male,29.0,8,2,69.55, Southampton
612,0,2,male,28.0,0,1,33.0, Southampton
613,0,3,male,4.0,4,2,31.275, Southampton
614,0,3,male,74.0,0,0,7.775, Southampton
615,1,1,female,16.0,0,1,39.4, Southampton
616,0,2,female,44.0,1,0,26.0, Southampton
617,1,3,female,18.0,0,1,9.35, Southampton
618,1,1,female,45.0,1,1,164.8667, Southampton
619,1,1,male,51.0,0,0,26.55, Southampton
620,0,3,male,41.0,2,0,14.1083, Southampton
621,0,2,male,21.0,1,0,11.5, Southampton
622,1,1,female,48.0,0,0,25.9292, Southampton
623,0,3,female,29.0,8,2,69.55, Southampton
624,0,2,male,24.0,0,0,13.0, Southampton
625,1,2,female,42.0,0,0,13.0, Southampton
626,0,1,male,31.0,0,0,50.4958, Southampton
627,0,3,male,29.0,0,0,9.5, Southampton
628,1,3,male,4.0,1,1,11.1333, Southampton
629,0,3,male,26.0,0,0,7.8958, Southampton
630,1,1,female,47.0,1,1,52.5542, Southampton
631,0,1,male,33.0,0,0,5.0, Southampton
632,0,3,male,47.0,0,0,9.0, Southampton
633,0,3,male,20.0,0,0,9.8458, Southampton
634,0,3,male,19.0,0,0,7.8958, Southampton
635,0,3,male,29.0,0,0,7.8958, Southampton
636,1,2,female,25.0,0,1,26.0, Southampton
637,0,3,male,33.0,0,0,7.8958, Southampton
638,0,3,female,22.0,0,0,10.5167, Southampton
639,0,2,male,28.0,0,0,10.5, Southampton
640,0,3,male,25.0,0,0,7.05, Southampton
641,0,2,male,27.0,0,0,13.0, Southampton
642,1,1,female,19.0,0,0,30.0, Southampton
643,0,3,female,29.0,1,2,23.45, Southampton
644,1,1,female,38.0,1,0,71.2833, Cherbourg
645,1,2,female,14.0,1,0,30.0708, Cherbourg
646,1,3,female,29.0,0,0,7.225, Cherbourg
647,0,3,male,29.0,0,0,7.225, Cherbourg
648,0,1,male,40.0,0,0,27.7208, Cherbourg
649,1,1,female,29.0,1,0,146.5208, Cherbourg
650,0,1,male,28.0,1,0,82.1708, Cherbourg
651,1,3,male,29.0,0,0,7.2292, Cherbourg
652,1,3,female,14.0,1,0,11.2417, Cherbourg
653,0,3,male,29.0,0,0,7.8958, Cherbourg
654,1,2,female,3.0,1,2,41.5792, Cherbourg
655,0,3,male,29.0,2,0,21.6792, Cherbourg
656,1,1,female,49.0,1,0,76.7292, Cherbourg
657,0,1,male,65.0,0,1,61.9792, Cherbourg
658,0,3,male,28.5,0,0,7.2292, Cherbourg
659,0,3,male,22.0,0,0,7.2292, Cherbourg
660,0,1,male,29.0,0,0,27.7208, Cherbourg
661,1,3,male,29.0,1,1,15.2458, Cherbourg
662,0,3,male,26.0,1,0,14.4542, Cherbourg
663,0,1,male,71.0,0,0,34.6542, Cherbourg
664,1,1,male,23.0,0,1,63.3583, Cherbourg
665,0,3,female,14.5,1,0,14.4542, Cherbourg
666,0,3,female,17.0,0,0,14.4583, Cherbourg
667,0,1,male,24.0,0,1,247.5208, Cherbourg
668,0,2,male,32.5,1,0,30.0708, Cherbourg
669,1,3,male,12.0,1,0,11.2417, Cherbourg
670,1,3,female,29.0,1,1,22.3583, Cherbourg
671,0,3,male,33.0,0,0,7.8958, Cherbourg
672,0,2,male,23.0,0,0,15.0458, Cherbourg
673,0,1,male,24.0,0,0,79.2, Cherbourg
674,0,3,female,29.0,0,2,15.2458, Cherbourg
675,0,1,male,51.0,0,1,61.3792, Cherbourg
676,0,1,male,56.0,0,0,30.6958, Cherbourg
677,0,1,female,50.0,0,0,28.7125, Cherbourg
678,0,2,male,29.0,0,0,15.05, Cherbourg
679,1,1,female,44.0,0,0,27.7208, Cherbourg
680,1,1,female,58.0,0,0,146.5208, Cherbourg
681,0,3,male,45.5,0,0,7.225, Cherbourg
682,1,3,male,26.0,0,0,18.7875, Cherbourg
683,1,1,male,40.0,0,0,31.0, Cherbourg
684,1,1,female,31.0,1,0,113.275, Cherbourg
685,1,1,female,32.0,0,0,76.2917, Cherbourg
686,0,3,female,29.0,1,0,14.4542, Cherbourg
687,0,3,male,30.0,0,0,7.225, Cherbourg
688,1,3,female,29.0,0,2,15.2458, Cherbourg
689,1,1,female,29.0,0,0,79.2, Cherbourg
690,1,1,female,35.0,0,0,512.3292, Cherbourg
691,0,1,male,37.0,0,1,29.7, Cherbourg
692,0,3,male,33.0,0,0,8.6625, Cherbourg
693,1,1,female,19.0,1,0,91.0792, Cherbourg
694,0,2,male,36.0,0,0,12.875, Cherbourg
695,0,1,male,29.0,0,0,27.7208, Cherbourg
696,0,3,male,23.5,0,0,7.2292, Cherbourg
697,1,1,female,50.0,0,1,247.5208, Cherbourg
698,1,1,female,29.0,0,0,110.8833, Cherbourg
699,1,1,female,17.0,1,0,108.9, Cherbourg
700,0,2,male,30.0,1,0,24.0, Cherbourg
701,1,1,female,30.0,0,0,56.9292, Cherbourg
702,1,1,female,24.0,0,0,83.1583, Cherbourg
703,1,1,female,18.0,2,2,262.375, Cherbourg
704,1,1,female,40.0,1,1,134.5, Cherbourg
705,1,1,female,36.0,0,0,135.6333, Cherbourg
706,1,1,female,16.0,0,1,57.9792, Cherbourg
707,1,1,female,41.0,0,0,134.5, Cherbourg
708,0,3,male,15.0,1,1,7.2292, Cherbourg
709,0,3,male,29.0,0,0,7.225, Cherbourg
710,0,2,male,29.0,1,0,27.7208, Cherbourg
711,0,3,female,45.0,0,1,14.4542, Cherbourg
712,1,1,female,60.0,1,0,75.25, Cherbourg
713,1,3,female,29.0,0,0,7.2292, Cherbourg
714,1,1,female,24.0,0,0,69.3, Cherbourg
715,1,1,male,25.0,1,0,55.4417, Cherbourg
716,0,1,male,22.0,0,0,135.6333, Cherbourg
717,1,1,female,29.0,1,0,82.1708, Cherbourg
718,0,1,male,27.0,0,2,211.5, Cherbourg
719,0,3,male,20.0,0,0,4.0125, Cherbourg
720,1,1,female,42.0,0,0,227.525, Cherbourg
721,1,3,female,1.0,0,2,15.7417, Cherbourg
722,1,2,female,17.0,0,0,12.0, Cherbourg
723,1,1,female,23.0,1,0,113.275, Cherbourg
724,0,3,male,29.0,0,0,7.8958, Cherbourg
725,1,3,female,5.0,2,1,19.2583, Cherbourg
726,0,1,male,30.0,0,0,27.75, Cherbourg
727,1,1,male,49.0,1,0,89.1042, Cherbourg
728,1,3,male,29.0,0,0,7.8958, Cherbourg
729,1,3,female,0.75,2,1,19.2583, Cherbourg
730,1,2,female,23.0,0,0,13.7917, Cherbourg
731,1,1,male,25.0,1,0,91.0792, Cherbourg
732,0,1,male,58.0,0,0,29.7, Cherbourg
733,0,1,male,71.0,0,0,49.5042, Cherbourg
734,0,3,male,29.0,0,0,14.4583, Cherbourg
735,1,1,female,54.0,1,0,78.2667, Cherbourg
736,0,1,male,18.0,1,0,108.9, Cherbourg
737,1,1,female,54.0,1,0,59.4, Cherbourg
738,0,3,male,29.0,0,0,7.225, Cherbourg
739,1,1,female,44.0,0,1,57.9792, Cherbourg
740,0,3,male,29.0,0,0,7.2292, Cherbourg
741,0,3,male,29.0,0,0,7.2292, Cherbourg
742,0,3,male,17.0,1,1,7.2292, Cherbourg
743,1,3,female,29.0,0,2,22.3583, Cherbourg
744,1,1,female,30.0,0,0,106.425, Cherbourg
745,1,1,female,22.0,0,2,49.5, Cherbourg
746,0,1,male,50.0,1,0,106.425, Cherbourg
747,1,2,male,29.0,0,0,13.8625, Cherbourg
748,1,1,male,17.0,0,2,110.8833, Cherbourg
749,1,3,male,22.0,0,0,7.225, Cherbourg
750,1,1,female,48.0,1,0,39.6, Cherbourg
751,0,1,male,29.0,0,0,227.525, Cherbourg
752,0,3,male,29.0,0,0,7.2292, Cherbourg
753,0,3,female,29.0,1,0,14.4583, Cherbourg
754,1,1,female,39.0,1,1,110.8833, Cherbourg
755,0,1,male,36.0,0,0,40.125, Cherbourg
756,0,3,male,29.0,0,0,8.7125, Cherbourg
757,1,1,male,60.0,1,1,79.2, Cherbourg
758,1,1,female,52.0,1,0,78.2667, Cherbourg
759,0,3,male,29.0,0,0,7.225, Cherbourg
760,1,1,male,49.0,1,0,56.9292, Cherbourg
761,1,1,male,35.0,0,0,26.55, Cherbourg
762,1,2,female,22.0,1,2,41.5792, Cherbourg
763,0,3,male,27.0,1,0,14.4542, Cherbourg
764,1,3,male,20.0,1,1,15.7417, Cherbourg
765,1,1,male,32.0,0,0,30.5, Cherbourg
766,1,1,female,24.0,0,0,69.3, Cherbourg
767,1,3,female,0.75,2,1,19.2583, Cherbourg
768,1,1,male,48.0,1,0,76.7292, Cherbourg
769,1,1,male,56.0,0,0,35.5, Cherbourg
770,0,1,male,58.0,0,2,113.275, Cherbourg
771,0,3,male,40.0,0,0,7.225, Cherbourg
772,1,1,male,36.0,0,1,512.3292, Cherbourg
773,1,1,male,27.0,0,0,76.7292, Cherbourg
774,0,2,male,25.0,1,2,41.5792, Cherbourg
775,1,3,female,4.0,0,1,13.4167, Cherbourg
776,0,3,male,25.0,0,0,7.225, Cherbourg
777,0,1,male,49.0,1,1,110.8833, Cherbourg
778,1,1,female,18.0,1,0,227.525, Cherbourg
779,0,3,female,18.0,0,1,14.4542, Cherbourg
780,1,3,male,29.0,1,1,15.2458, Cherbourg
781,1,1,female,24.0,0,0,49.5042, Cherbourg
782,1,1,female,38.0,0,0,227.525, Cherbourg
783,0,3,male,11.0,0,0,18.7875, Cherbourg
784,1,1,male,35.0,0,0,512.3292, Cherbourg
785,1,1,female,21.0,2,2,262.375, Cherbourg
786,1,3,male,20.0,0,0,7.2292, Cherbourg
787,0,1,male,29.0,0,0,39.6, Cherbourg
788,0,3,male,29.0,0,0,7.225, Cherbourg
789,1,3,female,13.0,0,0,7.2292, Cherbourg
790,0,1,male,46.0,0,0,79.2, Cherbourg
791,0,1,male,29.0,0,0,30.6958, Cherbourg
792,0,3,male,30.0,0,0,7.2292, Cherbourg
793,1,3,male,0.42,0,1,8.5167, Cherbourg
794,0,2,male,31.0,1,1,37.0042, Cherbourg
795,1,2,male,1.0,0,2,37.0042, Cherbourg
796,1,3,female,15.0,1,0,14.4542, Cherbourg
797,0,3,male,29.0,0,0,7.2292, Cherbourg
798,1,1,female,39.0,1,1,83.1583, Cherbourg
799,1,1,male,29.0,0,0,29.7, Cherbourg
800,1,1,female,30.0,0,0,31.0, Cherbourg
801,0,3,male,34.5,0,0,6.4375, Cherbourg
802,0,3,male,35.0,0,0,7.8958, Cherbourg
803,1,1,female,29.0,1,0,89.1042, Cherbourg
804,0,3,female,9.0,1,1,15.2458, Cherbourg
805,1,3,female,24.0,0,3,19.2583, Cherbourg
806,0,3,male,29.0,0,0,7.2292, Cherbourg
807,1,2,female,27.0,1,0,13.8583, Cherbourg
808,1,2,female,28.0,1,0,24.0, Cherbourg
809,1,3,female,15.0,0,0,7.225, Cherbourg
810,1,1,female,56.0,0,1,83.1583, Cherbourg
811,1,1,male,26.0,0,0,30.0, Cherbourg
812,0,3,male,29.0,0,0,8.4583, Queenstown
813,0,3,male,2.0,4,1,29.125, Queenstown
814,1,3,female,15.0,0,0,8.0292, Queenstown
815,1,3,female,29.0,0,0,7.8792, Queenstown
816,1,3,female,29.0,0,0,7.75, Queenstown
817,1,3,female,19.0,0,0,7.8792, Queenstown
818,0,3,male,29.0,1,0,15.5, Queenstown
819,1,3,female,29.0,0,0,7.75, Queenstown
820,1,3,female,29.0,0,0,7.7875, Queenstown
821,1,3,female,29.0,1,0,24.15, Queenstown
822,0,3,male,70.5,0,0,7.75, Queenstown
823,0,3,male,29.0,0,0,7.75, Queenstown
824,0,3,male,19.0,0,0,6.75, Queenstown
825,1,3,female,16.0,0,0,7.7333, Queenstown
826,0,3,male,4.0,4,1,29.125, Queenstown
827,1,3,female,29.0,1,0,15.5, Queenstown
828,0,3,male,40.0,1,1,15.5, Queenstown
829,0,3,male,29.0,0,0,7.75, Queenstown
830,1,3,female,29.0,0,0,7.75, Queenstown
831,1,3,female,16.0,0,0,7.75, Queenstown
832,0,3,male,29.0,1,0,7.75, Queenstown
833,1,3,female,29.0,1,0,15.5, Queenstown
834,0,1,male,44.0,2,0,90.0, Queenstown
835,0,3,male,29.0,0,0,7.75, Queenstown
836,0,3,female,29.0,0,0,7.75, Queenstown
837,1,3,female,29.0,0,0,7.75, Queenstown
838,0,3,male,7.0,4,1,29.125, Queenstown
839,0,3,male,65.0,0,0,7.75, Queenstown
840,1,3,female,22.0,0,0,7.75, Queenstown
841,1,3,female,29.0,0,0,7.75, Queenstown
842,1,3,male,29.0,2,0,23.25, Queenstown
843,1,2,female,29.0,0,0,12.35, Queenstown
844,1,2,female,30.0,0,0,12.35, Queenstown
845,1,3,female,29.0,2,0,23.25, Queenstown
846,1,3,female,29.0,0,0,7.8792, Queenstown
847,1,3,female,29.0,0,0,7.8792, Queenstown
848,0,3,male,29.0,1,0,15.5, Queenstown
849,1,3,female,29.0,0,0,7.75, Queenstown
850,0,3,male,29.0,0,0,7.7292, Queenstown
851,0,3,male,29.0,0,0,6.8583, Queenstown
852,1,1,female,33.0,1,0,90.0, Queenstown
853,0,3,male,21.0,0,0,7.7333, Queenstown
854,0,3,male,29.0,0,0,7.75, Queenstown
855,0,3,male,29.0,0,0,7.75, Queenstown
856,0,3,male,29.0,0,0,7.725, Queenstown
857,0,3,female,21.0,0,0,7.75, Queenstown
858,0,3,female,29.0,0,0,7.6292, Queenstown
859,1,3,male,29.0,0,0,7.75, Queenstown
860,0,3,male,29.0,0,0,24.15, Queenstown
861,0,3,male,40.5,0,0,7.75, Queenstown
862,0,3,male,29.0,0,0,7.8292, Queenstown
863,0,3,male,29.0,0,0,7.75, Queenstown
864,1,3,female,29.0,0,0,7.75, Queenstown
865,0,3,female,29.0,0,2,7.75, Queenstown
866,1,3,female,29.0,1,0,15.5, Queenstown
867,0,3,male,29.0,0,0,7.75, Queenstown
868,0,2,male,57.0,0,0,12.35, Queenstown
869,0,3,male,29.0,0,0,7.7333, Queenstown
870,1,3,female,29.0,0,0,7.8292, Queenstown
871,0,3,female,18.0,0,0,6.75, Queenstown
872,0,3,female,32.0,1,1,15.5, Queenstown
873,0,3,female,29.0,0,0,8.1375, Queenstown
874,1,3,female,29.0,0,0,7.7333, Queenstown
875,0,3,male,25.0,0,0,7.7417, Queenstown
876,0,3,male,29.0,0,0,15.5, Queenstown
877,1,3,female,29.0,0,0,7.7375, Queenstown
878,0,3,male,31.0,0,0,7.75, Queenstown
879,0,3,female,30.5,0,0,7.75, Queenstown
880,0,3,male,29.0,1,0,24.15, Queenstown
881,0,3,male,29.0,0,0,7.75, Queenstown
882,0,3,male,29.0,0,0,7.7375, Queenstown
883,0,3,male,8.0,4,1,29.125, Queenstown
884,0,3,male,29.0,0,0,7.75, Queenstown
885,0,3,male,29.0,0,0,6.95, Queenstown
886,1,3,male,29.0,0,0,7.75, Queenstown
887,0,3,female,39.0,0,5,29.125, Queenstown
888,0,3,male,32.0,0,0,7.75, Queenstown
